# docs/commit-map.tsv — the public history's commit map (P33 C7). Generated by tools/public_rewrite/build_commit_map.py; never edit.
# Before the public flip the history was rewritten (ROM-derived paths purged, personal addresses mapped, old commit hashes
# in every historical doc replaced by the inert token commit:NNNN). NNNN is the ordinal of the commit on main in the ORIGINAL
# order (1 = the first commit); this table maps it to the rewritten commit. A row of 40 zeros is the one commit that touched
# only purged paths and was pruned. Documents at the tip cite the new hashes directly (tools/public_rewrite/resolve_tokens.py).
ordinal	new_hash	author_date	committer_date	subject
2411	c70f6d4e34cf5cb133980a7ed148ea05deeff9bb	2026-08-16T10:08:25-06:00	2026-08-16T10:08:25-06:00	chore(phase-31): S52 closed — 91 banked, wave Q drafted-but-unbanked with a $0 resume path
2412	4adb559a29467f2dacdaaedede162f4716e33e65	2026-08-16T14:17:09-06:00	2026-08-16T14:17:09-06:00	docs(phase-31): cookbook §177 — the epilogue return-delay slot is decided by the SAVED-REGISTER SET
2413	49fc465a514b9ba9cad2d3da48bf1a207a5c65d1	2026-08-16T14:23:19-06:00	2026-08-16T14:23:19-06:00	docs(phase-31): cookbook §178 + §176j-2 + §176k — mine the wave-P journals, the repair-pass yield, two selector bugs
2414	6bc8bb68948685420f5e29e04ac28389604831f4	2026-08-16T17:21:10-06:00	2026-08-16T17:21:10-06:00	feat(phase-31): wave Q — 40 main functions banked; + fragment_check.py and bisect_slate.py
2415	f8bf50d8c0671585d76d1f5b1cee95a5ace0affa	2026-08-16T17:40:06-06:00	2026-08-16T17:40:06-06:00	docs(phase-31): cookbook §179 — eight idioms mined from the wave P/Q journals (S52 harvest)
2416	9202c5f54e2f2ef00e9a81ad8b9b9243715a98c1	2026-08-16T17:46:01-06:00	2026-08-16T17:46:01-06:00	chore(phase-31): S52 final checkpoint — 131 banked, main 293 matched, 5 new tools, cookbook 543->564
2417	bc669d54079cd071946266ad14d5b4e36ee8a57e	2026-08-16T18:08:46-06:00	2026-08-16T18:08:46-06:00	chore(phase-31): S53 preflight — atlas regen, leftover-draft harvest (34 free MATCHes found), wave R launched
2418	472ff5806a80412d5a6ac5608979b1b89bc347b3	2026-08-16T18:11:32-06:00	2026-08-16T18:11:32-06:00	feat(phase-31): tools/scan_leftovers.py — re-verify unbanked drafts (found 37 free MATCHes / 3,240 ins); cookbook §180
2419	e960382de7cd8f4ae0c2875b9ea90327dda02f94	2026-08-16T20:03:03-06:00	2026-08-16T20:03:03-06:00	feat(phase-31): wave R — 18 main functions banked (EXE 143dbb89 byte-identical)
2420	d27ba537f84ff68dec82b9420de8929309e5387e	2026-08-16T20:04:51-06:00	2026-08-16T20:04:51-06:00	feat(decomp): worker gate — +36 fns x0 propagated (fleet 95.6%)
2421	486321996ca0eee921e15299fd9a298db8512a3e	2026-08-16T20:06:04-06:00	2026-08-16T20:06:04-06:00	feat(decomp): propagate func_801808C4 (gate lane)
2422	dc7e62c83496327a6d8b664917f720453dd74b94	2026-08-16T20:16:34-06:00	2026-08-16T20:16:34-06:00	feat(decomp): worker gate — +21 fns x0 propagated (fleet 95.6%)
2423	adfa7185c938a10c00a1f3d0ba6dbcd3c4cc48b7	2026-08-16T21:07:03-06:00	2026-08-16T21:07:03-06:00	docs+tools(phase-31): cookbook §180d/§181/§182; fragment_check gains the mirror test (5.7% of main stubs); pregate_check scans masked text
2424	af7ae913d3928bacfe7ace5e98ff1b73b703797e	2026-08-16T21:07:53-06:00	2026-08-16T21:07:53-06:00	chore(phase-31): S53 checkpoint — 75 banked / 7,400 ins, fleet 213/213, wave S prepared (not started)
2425	fdbc522cf2afa51a5adf233d83b470669d1d77e3	2026-08-16T21:08:00-06:00	2026-08-16T21:08:00-06:00	chore(phase-31): regenerated family/backlog reports after the S53 atlas + banks
2426	0ceba4f8eeb1049b49289f2f495bea33d64f5ddd	2026-08-16T21:08:05-06:00	2026-08-16T21:08:05-06:00	chore(phase-31): fleet progress report after S53 banks
2427	1ebca23c8780b16c6a0108edb29b8252684940aa	2026-08-16T22:20:56-06:00	2026-08-16T22:20:56-06:00	feat(phase-31): gate_main hoists TU typedefs above the include block (§181 class 2); +3 recovered drafts banked
2428	192759f7322dba27f8191e55d5e553b1eae735c0	2026-08-16T22:23:10-06:00	2026-08-16T22:23:10-06:00	fix(phase-31): pregate_check FAILs any return-type disagreement (G4P* under G3P* was rejected by gcc, cost a rebuild)
2429	61f3745193aad375428e13cd91a75559894885d8	2026-08-16T22:38:47-06:00	2026-08-16T22:38:47-06:00	feat(phase-31): S53 recovery — 10 more main functions banked (declaration reconciliation; EXE 143dbb89 byte-identical)
2430	b15d195cc0f8e2570f3907ad3165ff041bae66c6	2026-08-16T22:39:34-06:00	2026-08-16T22:39:34-06:00	docs(phase-31): cookbook §183 — the declaration-reconciliation playbook, the name/shape trap, and why &D_x defeats the cast escape hatch
2431	bbd8a6c8e4d0e490e1bd8309eca5b2053bcaf18e	2026-08-16T22:41:01-06:00	2026-08-16T22:41:01-06:00	feat(phase-31): pregate_check sees brace-bodied externs (the D_80072780 clash that cost a rebuild); §183 addendum
2432	c7ef83066f23201438da7f8d498be6520ac40607	2026-08-16T22:45:39-06:00	2026-08-16T22:45:39-06:00	fix(phase-31): two byte-neutral TU declaration corrections — func_8001ABBC returns s32; D_80076240 is a Slot16A[] (verified 143dbb89)
2433	8b567a21a81bf6e528edbc8b8ffb4657cb11f9aa	2026-08-16T22:47:31-06:00	2026-08-16T22:47:31-06:00	fix(phase-31): retype D_8007622C to s32[] in the TU (byte-neutral, 143dbb89) — unblocks func_80037028
2434	a6e522a96abcfece817d8ca9f0cda4e82e4a1618	2026-08-16T22:49:05-06:00	2026-08-16T22:49:05-06:00	feat(phase-31): typedef comparison ignores comments (gate_main + reconcile_slate); func_8001ABBC + func_80037028 banked via byte-neutral TU edits
2435	2dbf235efc153618bad59c60857143f14cba99d5	2026-08-16T22:52:39-06:00	2026-08-16T22:52:39-06:00	feat(phase-31): forward-typedef fix unblocks func_8002C8F4 + func_80034314 (EXE 143dbb89 byte-identical)
2436	a670f9d24ddff59d8f71aecc601e320babb55c7d	2026-08-16T22:54:35-06:00	2026-08-16T22:54:35-06:00	docs(phase-31): cookbook §184 (comment-blindness as a defect class) + §185 (verify-cheap-side; check a TU retype at its use sites)
2437	35803ece9a677da9326281d19e1a19d49c6a09f1	2026-08-16T22:55:19-06:00	2026-08-16T22:55:19-06:00	chore(phase-31): S53 log — recovery backlog banked 15, four tool defects fixed, three TU retypes proven
2438	419bfa617422e0b47132b183765bb622f12d0e33	2026-08-17T00:00:57-06:00	2026-08-17T00:00:57-06:00	feat(phase-31): final-lane recoveries banked — incl. SYS_OBJ_1DC0 (the byte-wrong redraft) and func_80034C24 (symbol identity); 143dbb89
2439	a416d3adc3ebb2dfc278c5c631a5f6e37843c50e	2026-08-17T00:01:47-06:00	2026-08-17T00:01:47-06:00	feat(phase-31): func_80030730 + func_80059BFC banked (TU prototype adopted, cast at use)
2440	ef80215dcb84c205b3c082c9e4b93995ef258e62	2026-08-17T00:03:33-06:00	2026-08-17T00:03:33-06:00	feat(phase-31): SIX-WAY FRAGMENT MERGE — func_8005B7B0 (184 ins) absorbs 5 splat-carved fragments; 143dbb89 byte-identical
2441	6c51bb89996d1c1b5037f9cb1e5273da80c66ea7	2026-08-17T00:04:08-06:00	2026-08-17T00:04:08-06:00	feat(phase-31): MoveImage absorbs its splat-carved epilogue SYS_OBJ_8F4 (49 ins); 143dbb89 byte-identical
2442	6744fac650eea606ced40f8051e2533b4f7eeee8	2026-08-17T00:07:11-06:00	2026-08-17T00:07:11-06:00	feat(phase-31): gate_main strips a draft's FORWARD typedef instead of renaming it (§184b)
2443	fe5208a839b27e55a03849e6d91f31e2f4a188cd	2026-08-17T00:54:31-06:00	2026-08-17T00:54:31-06:00	feat(decomp): worker gate — +30 fns x0 propagated (fleet 95.6%)
2444	1b3fae2c1bba446577ba08126434743664cc177e	2026-08-17T00:55:13-06:00	2026-08-17T00:55:13-06:00	feat(decomp): propagate func_80184BAC (gate lane)
2445	81a3b73f2248cedc1d9520f6133c36eb145427b2	2026-08-17T00:58:37-06:00	2026-08-17T00:58:37-06:00	feat(decomp): propagate func_8018A1B4 (gate lane)
2446	001d8e21279b95e7bace78461a4bb0b936aa63c2	2026-08-17T01:02:31-06:00	2026-08-17T01:02:31-06:00	docs(phase-31): cookbook §186 — cross-jumping runs after sched2 (no barrier reaches it); s16-locals frame signal; local_alloc-vs-global_alloc as a placement lever
2447	b1a91c6b8caedfcc063cfed7925428fa725b74e6	2026-08-17T01:03:22-06:00	2026-08-17T01:03:22-06:00	feat(decomp): worker gate — +33 fns x0 propagated (fleet 95.6%)
2448	aaf6898fcab9a576ec749e7281dc29b7975891d0	2026-08-17T01:11:53-06:00	2026-08-17T01:11:53-06:00	docs(phase-31): cookbook §187 — the libgs link opportunity REFUTED (GTE hazard nops); a mask coarser than the linker's proves nothing
2449	23985e6b511ebc491b66f64fb8701842e77f3f24	2026-08-17T01:15:28-06:00	2026-08-17T01:15:28-06:00	chore(phase-31): S53 FINAL checkpoint — 161 banked, fleet 213/213, libgs link refuted (§187), 15 cookbook sections
2450	1d2a2f93e10ed6a85429619a258c79662ca2842d	2026-08-17T01:15:40-06:00	2026-08-17T01:15:40-06:00	chore(phase-31): regenerated progress + backlog reports after the S53 fleet verification
2451	d484d8f619ee6b66d5ef9fa38e1bebc9d8695719	2026-08-17T09:55:46-06:00	2026-08-17T09:55:46-06:00	docs(phase-31): S53 journal harvest — §188 the epilogue tail is an ASSEMBLER artifact (corrects §177, answers §182), §189 five source-cited laws, §190 three prescriptions, §191 the rejected set; + tools/oracle_reorder.py
2452	6bc778228970544424594c223c856e08a1d5207f	2026-08-17T09:56:05-06:00	2026-08-17T09:56:05-06:00	docs(phase-31): close §182's open question with §188's answer; correct the wave prompt's §177 law
2453	c973d0e80345eb5294d90e19bfff69579f56847d	2026-08-17T09:56:25-06:00	2026-08-17T09:56:25-06:00	chore(phase-31): S53 checkpoint — record the journal harvest (10 confirmed / 4 weak / 4 rejected) and the §177 correction
2454	034c46bc283e227ac84822896de0b90d6c491e1d	2026-08-17T10:14:41-06:00	2026-08-17T10:14:41-06:00	chore(phase-31): S53 checkpoint rewritten as a clean fresh-session handoff (161 banked, main 20.4%, §188 correction, 5-step next-session plan)
2455	85671bc1f75ca805f28d9cd5516ff7a70818124e	2026-08-17T11:00:14-06:00	2026-08-17T11:00:14-06:00	feat(phase-31): S54 — wave T selector (--one-per-gid, --rank total) + the pre-gate ladder learns to see overlays (§192)
2456	bb34eac42f3e21415b9e29f8673e82f2ab77df5f	2026-08-17T11:20:19-06:00	2026-08-17T11:20:32-06:00	fix(phase-31): S54 — four measured over-refusals in the overlay pre-gate path
2457	3d1fd60eb97c6b718d9951211d6e7eeebfa75cd8	2026-08-17T11:21:46-06:00	2026-08-17T11:21:46-06:00	feat(decomp): worker gate — +14 fns x0 propagated (fleet 95.7%)
2458	93922b98c761223a37f70a735e57c912f1a30be1	2026-08-17T11:27:27-06:00	2026-08-17T11:27:27-06:00	feat(decomp): worker gate — +1 fns x0 propagated (fleet 95.7%)
2459	06365e6f9a55567f5b3930e1e1cf4363563f5116	2026-08-17T11:28:38-06:00	2026-08-17T11:28:38-06:00	feat(decomp): worker gate — +4 fns x0 propagated (fleet 95.7%)
2460	65ed788eb425db959ae4e8ae826ebfb0cf364bca	2026-08-17T11:28:55-06:00	2026-08-17T11:28:55-06:00	feat(decomp): propagate func_80181170 (gate lane)
2461	85b39b325353c1253fee3db547518093b63f4c00	2026-08-17T12:02:08-06:00	2026-08-17T12:02:08-06:00	feat(decomp): main leftover bank — func_800173DC (§180 sweep, byte-identical)
2462	cc789d51307273fb189102058405bc1d6e0a9681	2026-08-17T12:03:13-06:00	2026-08-17T12:03:13-06:00	feat(decomp): worker gate — +21 fns x0 propagated (fleet 95.7%)
2463	70b572854d9e27695d74233bc46f265c648cd279	2026-08-17T12:08:56-06:00	2026-08-17T12:08:56-06:00	feat(decomp): worker gate — +17 fns x0 propagated (fleet 95.7%)
2464	c160e4c5936014e04fd2f620bc59824aa9351566	2026-08-17T12:11:40-06:00	2026-08-17T12:11:40-06:00	feat(decomp): worker gate — +14 fns x0 propagated (fleet 95.7%)
2465	de5301b4fff90fde8050210b106340e4a9308805	2026-08-17T12:11:57-06:00	2026-08-17T12:11:57-06:00	feat(decomp): propagate func_80188478 (gate lane)
2466	dada0b1b82cd0b6546837c78f070c7d99db44269	2026-08-17T12:12:18-06:00	2026-08-17T12:12:18-06:00	feat(decomp): propagate func_80187300 (gate lane)
2467	eeff5eeaaa0fd19c78e06ac7ab3df0db9bba0766	2026-08-17T12:12:33-06:00	2026-08-17T12:12:33-06:00	feat(decomp): propagate func_80188828 (gate lane)
2468	a8f15a58cdd4d9d9e25a6a752f24e491729de27c	2026-08-17T12:12:56-06:00	2026-08-17T12:12:56-06:00	feat(decomp): propagate func_801867F8 (gate lane)
2469	99687da19d30521f43ecf838ee88c635a1554048	2026-08-17T12:13:23-06:00	2026-08-17T12:13:23-06:00	feat(decomp): propagate func_80187090 (gate lane)
2470	edcb200d4bda164cde87a235f979570b44ab6649	2026-08-17T12:13:37-06:00	2026-08-17T12:13:37-06:00	feat(decomp): propagate func_80188670 (gate lane)
2471	b87c1792903768933d15c925f04a0a9fde9127b6	2026-08-17T12:13:52-06:00	2026-08-17T12:13:52-06:00	feat(decomp): propagate func_8018655C (gate lane)
2472	6506ef53338e9646982d2a34520d68b64dd8a743	2026-08-17T12:14:59-06:00	2026-08-17T12:14:59-06:00	feat(decomp): worker gate — +10 fns x0 propagated (fleet 95.7%)
2473	d73fe15310c8e96db6c6052543b50fc648fcf111	2026-08-17T12:17:44-06:00	2026-08-17T12:17:44-06:00	feat(decomp): worker gate — +8 fns x0 propagated (fleet 95.7%)
2474	45aad382eafbd3ae31e7bd92d8f0dcf82ca38b7e	2026-08-17T12:25:38-06:00	2026-08-17T12:25:38-06:00	feat(phase-26): h_seq family sweep — 43 member-matches banked via remap_hseq
2475	020dc8a27e509dd55b40decbb613a2a092f80cec	2026-08-17T12:26:53-06:00	2026-08-17T12:26:53-06:00	refactor(ov_SC02_005): hoist 3 typedefs above the stubs that need them (byte-neutral, null-control verified)
2476	4792b02bfa526ac324c5c96b33fbb8c1a4d291be	2026-08-17T12:27:53-06:00	2026-08-17T12:27:53-06:00	feat(decomp): worker gate — +4 fns x0 propagated (fleet 95.7%)
2477	2ae87fc838f44bfb744e75e30ce5c274ecc3632f	2026-08-17T12:30:38-06:00	2026-08-17T12:30:38-06:00	feat(phase-31): S54 wave-T harvest — cookbook §193 (9 laws) + the card's banked-twin pointer
2478	7928e7940fb96ac6a1783e25ae66a387094f29da	2026-08-17T12:58:45-06:00	2026-08-17T12:58:45-06:00	docs(phase-31): S54 log — wave T 70/70 banked, 24 leftovers, 49 mechanical siblings, §192/§193, R22 213/213
2479	572d73eb4b9268bc6a78d5638932ed97fdcf69a4	2026-08-17T13:09:51-06:00	2026-08-17T13:09:51-06:00	chore(phase-31): regenerate frontier atlas after the S54 banks (4,787 groups / 11,039 open instances / 550,155 ins)
2480	5df5081fd5d03d4e6a327e1015d0984d77a97d7d	2026-08-17T13:56:28-06:00	2026-08-17T13:56:28-06:00	feat(decomp): worker gate — +13 fns x0 propagated (fleet 95.8%)
2481	73b5773d0dc5ec1ddfb1a008f3f4cd5bc0ea8b4b	2026-08-17T13:59:51-06:00	2026-08-17T13:59:51-06:00	feat(decomp): worker gate — +11 fns x0 propagated (fleet 95.8%)
2482	def09a34ffe44a0c8e07aa7e05f2e4ce8ea7f076	2026-08-17T14:02:44-06:00	2026-08-17T14:02:44-06:00	feat(decomp): worker gate — +12 fns x0 propagated (fleet 95.8%)
2483	a6541fd87ed2f5020030e4193e865078b68c73b3	2026-08-17T14:05:26-06:00	2026-08-17T14:05:26-06:00	feat(decomp): worker gate — +16 fns x0 propagated (fleet 95.8%)
2484	cbf9c3faaed7e97acef1ded20309f62abd570dfc	2026-08-17T14:07:04-06:00	2026-08-17T14:07:04-06:00	feat(decomp): propagate func_801860C0 (gate lane)
2485	4b2a9c84583bea68699ed74bb52332d841af0c0d	2026-08-17T14:09:07-06:00	2026-08-17T14:09:07-06:00	feat(decomp): worker gate — +6 fns x0 propagated (fleet 95.8%)
2486	1ae22b45997d5f2b6cead69c65a05a02187fa07c	2026-08-17T14:10:42-06:00	2026-08-17T14:10:42-06:00	feat(decomp): worker gate — +10 fns x0 propagated (fleet 95.8%)
2487	c4f22435985116301b373a88e3be25ade3b9565c	2026-08-17T14:12:59-06:00	2026-08-17T14:12:59-06:00	feat(decomp): worker gate — +4 fns x0 propagated (fleet 95.8%)
2488	0bc840ccc2c5bbae14c21aae4446992c3267c04b	2026-08-17T14:14:15-06:00	2026-08-17T14:14:15-06:00	refactor(ov_SC02_017): retype func_80185B5C's two decls void->s32 (unspecified params), byte-neutral null-control verified
2489	c83528461624c7baa9d784f31e369ecbf9929895	2026-08-17T14:15:09-06:00	2026-08-17T14:15:09-06:00	feat(decomp): worker gate — +1 fns x0 propagated (fleet 95.8%)
2490	fe3a723f9d96e31bbc2ebe78136e61f8915bd143	2026-08-17T14:16:16-06:00	2026-08-17T14:16:16-06:00	feat(phase-26): h_seq family sweep — 35 member-matches banked via remap_hseq
2491	c5d7653801e03e52dcbfecbb3c0d78625bbcb1c5	2026-08-17T15:14:00-06:00	2026-08-17T15:14:00-06:00	feat(phase-31): S54 wave-U harvest — cookbook §194 (14 laws) + destination-TU locality on the card
2492	602567674548038c37971ee87d4d8035f66718e4	2026-08-17T19:18:14-06:00	2026-08-17T19:18:14-06:00	chore(phase-31): regenerate progress + family map after wave U (fleet 95.8% instr-weighted)
2493	063d4477d07df84a86f66c742ee59d01d7aa9089	2026-08-17T20:40:02-06:00	2026-08-17T20:40:02-06:00	feat(decomp): worker gate — +10 fns x0 propagated (fleet 95.8%)
2494	48936c854386a9168ae815874ad39b3ecd17d274	2026-08-17T20:43:20-06:00	2026-08-17T20:43:20-06:00	feat(decomp): worker gate — +7 fns x0 propagated (fleet 95.8%)
2495	853a97ae57b2b30f41f26c7deef71348f449362e	2026-08-17T20:43:57-06:00	2026-08-17T20:43:57-06:00	feat(decomp): propagate func_80184B94 (gate lane)
2496	dce9b8f9fcd60a36539280db180204f294b8c20b	2026-08-17T20:44:37-06:00	2026-08-17T20:44:37-06:00	feat(decomp): propagate func_80181E58 (gate lane)
2497	c78822f601f4bb1b731e6b16bcc053506c226e3c	2026-08-17T20:46:00-06:00	2026-08-17T20:46:00-06:00	feat(decomp): worker gate — +8 fns x0 propagated (fleet 95.8%)
2498	6e614720f6e13c0516f96f1cc2b51932246ee87b	2026-08-17T20:49:06-06:00	2026-08-17T20:49:06-06:00	feat(decomp): worker gate — +9 fns x0 propagated (fleet 95.8%)
2499	aca487291de464b0235b8a0722b681c876e6d65f	2026-08-17T20:49:52-06:00	2026-08-17T20:49:52-06:00	feat(decomp): propagate func_8018178C (gate lane)
2500	6b29a5c4afd757f02d7dcf32d60ad64c5b551142	2026-08-17T20:51:14-06:00	2026-08-17T20:51:14-06:00	feat(decomp): worker gate — +7 fns x0 propagated (fleet 95.8%)
2501	de0492dd601b56396597fe8eff7a4a011699e076	2026-08-17T20:52:49-06:00	2026-08-17T20:52:49-06:00	feat(decomp): propagate func_80184E4C (gate lane)
2502	689497dc7df5f2fbb7b1b3385040ba0f912e3c36	2026-08-17T20:54:12-06:00	2026-08-17T20:54:12-06:00	feat(decomp): worker gate — +6 fns x0 propagated (fleet 95.9%)
2503	49b79b4469978cc3ced1cc5eb95251136bc857a8	2026-08-17T20:55:45-06:00	2026-08-17T20:55:45-06:00	feat(decomp): worker gate — +10 fns x0 propagated (fleet 95.9%)
2504	24d5fa38bb78ba7c6bbc8ca911a526ebe18c8740	2026-08-17T20:59:42-06:00	2026-08-17T20:59:42-06:00	feat(decomp): worker gate — +8 fns x0 propagated (fleet 95.9%)
2505	c308986c257878cc30d751020f9885346d4efcc6	2026-08-17T21:00:11-06:00	2026-08-17T21:00:11-06:00	feat(decomp): propagate func_8017D484 (gate lane)
2506	4bf5951f03861968ef0de0ee0a2d06e10a1a55ae	2026-08-17T21:00:48-06:00	2026-08-17T21:00:48-06:00	feat(decomp): propagate func_8017E024 (gate lane)
2507	3e859e75c2e449c542e7db170483c98c47207ebc	2026-08-17T21:01:52-06:00	2026-08-17T21:01:52-06:00	feat(decomp): worker gate — +3 fns x0 propagated (fleet 95.9%)
2508	200ee2fbebb37b3e74dd7024dcbc854ab2a2da9a	2026-08-17T21:04:21-06:00	2026-08-17T21:04:21-06:00	feat(phase-26): h_seq family sweep — 25 member-matches banked via remap_hseq
2509	0d39cd97e13c9577e4d8872a9bf48b887888d99c	2026-08-17T21:37:23-06:00	2026-08-17T21:37:23-06:00	feat(phase-31): S54 wave-V harvest — cookbook §195 (14 laws) + close the internal-j blind spot in masked_diff
2510	c845e0dcfa3459d7c7b8434f3e5060dffb1f3ebd	2026-08-17T22:34:42-06:00	2026-08-17T22:34:42-06:00	chore(phase-31): S54 session checkpoint + wave-metrics rows for U and V
2511	e24220aabe670162a182d52c799b400760984ce0	2026-08-17T23:49:11-06:00	2026-08-17T23:49:11-06:00	feat(phase-31): §196 decl_prior — the fleet's declaration consensus as a wave-card field
2512	5fcd072bcf198e3805f7eedecb06f3bdc37d8415	2026-08-18T01:30:13-06:00	2026-08-18T01:30:13-06:00	feat(decomp): worker gate — +26 fns x0 propagated (fleet 95.9%)
2513	10c51746a86a4eaeda2d71cc337ec4c623f96c0c	2026-08-18T01:35:54-06:00	2026-08-18T01:35:54-06:00	feat(decomp): worker gate — +34 fns x0 propagated (fleet 95.9%)
2514	a7a2c09682be25ceb6c5880b7bee324a8e53be28	2026-08-18T01:49:59-06:00	2026-08-18T01:49:59-06:00	feat(decomp): worker gate — +8 fns x0 propagated (fleet 95.9%)
2515	5f174cce53b9b490880543ab1ea946e997896597	2026-08-18T02:17:23-06:00	2026-08-18T02:17:23-06:00	feat(phase-31): §197 wave-W harvest + §198 UNKNOWN promoted to a default lever lane
2516	f2cc730ae81a2805ba47595b59be82aa9d2e8bd3	2026-08-18T02:20:59-06:00	2026-08-18T02:20:59-06:00	chore(phase-31): S54 checkpoint refresh + wave-metrics row for wave W (412 banked, fleet 95.9/91.5/97.04)
2517	57d0e4fa372e13f771cd2f36aacd5624655f0d67	2026-08-18T04:01:20-06:00	2026-08-18T04:01:20-06:00	feat(decomp): worker gate — +24 fns x0 propagated (fleet 96.0%)
2518	c5ab96fe8210377e551fe1f4861235e14e959814	2026-08-18T04:11:49-06:00	2026-08-18T04:11:49-06:00	feat(decomp): worker gate — +18 fns x0 propagated (fleet 96.0%)
2519	d62346d2b8df76b70b8062b24103e8e4e83400b9	2026-08-18T04:12:12-06:00	2026-08-18T04:12:12-06:00	feat(decomp): propagate func_801828A0 (gate lane)
2520	cafedeb57210958c7eb9dc3b1ad6928e8aeae0ee	2026-08-18T04:13:57-06:00	2026-08-18T04:13:57-06:00	feat(decomp): propagate func_8018048C (gate lane)
2521	6e73f738fbaf9ec0af1f5109fc9bdb8ff65808d2	2026-08-18T04:14:34-06:00	2026-08-18T04:14:34-06:00	feat(decomp): propagate func_8017F154 (gate lane)
2522	99cff8676257c54c63bb22007856b8c37a109e2b	2026-08-18T04:16:43-06:00	2026-08-18T04:16:43-06:00	feat(decomp): worker gate — +19 fns x0 propagated (fleet 96.0%)
2523	1731aaf201c634a4b17c0b4f614c051dc6741e06	2026-08-18T04:18:28-06:00	2026-08-18T04:18:28-06:00	feat(decomp): propagate func_801812FC (gate lane)
2524	6f2c053372a1e51399be5d875520ffc5b3158082	2026-08-18T04:18:43-06:00	2026-08-18T04:18:43-06:00	feat(decomp): propagate func_8017ED5C (gate lane)
2525	b6992adeab30d84e8f70c095149814df52f50870	2026-08-18T04:19:26-06:00	2026-08-18T04:19:26-06:00	feat(decomp): propagate func_8017D4F0 (gate lane)
2526	335140a68bc66799c473e7cb40e70a573e756ab5	2026-08-18T04:21:09-06:00	2026-08-18T04:21:09-06:00	feat(decomp): propagate func_801805BC (gate lane)
2527	61c743c0cfd124ed09a4d8decac7df09a5c29caf	2026-08-18T04:22:53-06:00	2026-08-18T04:22:53-06:00	feat(decomp): worker gate — +1 fns x0 propagated (fleet 96.0%)
2528	2b1cb17ae7dae81f35a079ecab7cb5e17aa36d17	2026-08-18T04:24:17-06:00	2026-08-18T04:24:17-06:00	feat(phase-26): h_seq family sweep — 1 member-matches banked via remap_hseq
2529	a89d7ae0af03aa320f36ba30c661bcdb61035512	2026-08-18T09:04:26-06:00	2026-08-18T09:04:26-06:00	feat(phase-31): §199 wave-X harvest (7 laws) — and §189-A's inference direction is byte-refuted
2530	b01a61f0ee765ad21f9adf92843b7fc6c82ac96c	2026-08-18T09:04:50-06:00	2026-08-18T09:04:50-06:00	chore(phase-31): checkpoint refresh after wave X (475 banked, fleet crosses 96.0% instr-weighted)
2531	894f3d5ce1af26e54caf4dfc3ef499aead8a552b	2026-08-18T10:16:36-06:00	2026-08-18T10:16:36-06:00	fix(phase-31): sym_of reads the asm-label alias — 1,210 verdicts corrected, 0 regressions
2532	8f329aab1517a95231518701a63e642f1ec66445	2026-08-18T10:17:44-06:00	2026-08-18T10:17:44-06:00	feat(decomp): worker gate — +20 fns x0 propagated (fleet 96.0%)
2533	9a5194b7afa81bce4de848fff90564a8fcd25189	2026-08-18T10:21:23-06:00	2026-08-18T10:21:23-06:00	feat(decomp): worker gate — +14 fns x0 propagated (fleet 96.0%)
2534	5d9caeaac1a0cf98b9445d5634d5ff7df7db6ea0	2026-08-18T10:25:16-06:00	2026-08-18T10:25:16-06:00	feat(decomp): worker gate — +15 fns x0 propagated (fleet 96.0%)
2535	7c8241395928d685dcce9a3721950baffc51082e	2026-08-18T10:26:34-06:00	2026-08-18T10:26:34-06:00	feat(decomp): propagate func_80185D10 (gate lane)
2536	72fb5041cdb9355dd4116c5ff7a70fac9077b7d2	2026-08-18T10:29:00-06:00	2026-08-18T10:29:00-06:00	feat(decomp): worker gate — +12 fns x0 propagated (fleet 96.0%)
2537	2cd8acff4b2ca72351bf10fcbd2d1112afe6e3bf	2026-08-18T10:30:53-06:00	2026-08-18T10:30:53-06:00	feat(decomp): worker gate — +3 fns x0 propagated (fleet 96.0%)
2538	74038a15274eb631d82279c1954fb10b821848b4	2026-08-18T10:38:12-06:00	2026-08-18T10:38:12-06:00	feat(phase-26): h_seq family sweep — 4 member-matches banked via remap_hseq
2539	a898f5ca6bcc36955662bd41bfcfb23dd15afecc	2026-08-18T10:46:36-06:00	2026-08-18T10:46:36-06:00	feat(decomp): worker gate — +3 fns x0 propagated (fleet 96.0%)
2540	cabf7e95725125ffdb0b5b8e1751780b684a9e50	2026-08-18T10:47:53-06:00	2026-08-18T10:47:53-06:00	feat(decomp): worker gate — +1 fns x0 propagated (fleet 96.0%)
2541	c33df33297c291fb3da779ee69f1804189f3e166	2026-08-18T10:48:38-06:00	2026-08-18T10:48:38-06:00	feat(phase-31): wave Y recovery — §200 the alias is the universal declaration escape (5 drops recovered, 0 agent tokens)
2542	490fbfba9afcf4dbdcbb194f20372118a1a41fd4	2026-08-18T11:03:58-06:00	2026-08-18T11:03:58-06:00	chore(phase-31): wave Y checkpoint + wave Z staged (not launched); harvest outstanding on API 529s
2543	cabcba62622e08f6a55f67da36c55f0309c86e6f	2026-08-18T11:07:54-06:00	2026-08-18T11:07:54-06:00	feat(phase-31): gap_triage — deterministic pre-filter for the harvest's biggest cost
2544	1a603e0e2274afddb6cf81b726d1c73231002cc0	2026-08-18T11:08:29-06:00	2026-08-18T11:08:29-06:00	fix(phase-31): gap_triage — threshold at 0.15, because a weak suggestion costs a reader's attention
